Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Non-Failure,Temperature difference [K],Power [W],Strain [minNm]
L,300.5,309.8,1507,42.5,117,0,0,0,0,0,0,1,9.300000000000011,6707.0385083625,4972.5
M,300.4,309.6,1521,35.0,119,0,0,0,0,0,0,1,9.200000000000045,5574.756157425,4165.0
L,300.4,309.6,1379,54.5,122,0,0,0,0,0,0,1,9.200000000000045,7870.265546902499,6649.0
L,300.4,309.6,1523,38.5,124,0,0,0,0,0,0,1,9.200000000000045,6140.2951943025,4774.0
H,300.4,309.6,1571,33.6,126,0,0,0,0,0,0,1,9.200000000000045,5527.695099528,4233.6
H,300.4,309.5,1547,50.7,131,0,0,0,0,0,0,1,9.100000000000023,8213.474071939501,6641.700000000001
M,300.5,309.7,1347,54.3,136,0,0,0,0,0,0,1,9.199999999999989,7659.422792185499,7384.799999999999
L,300.5,309.7,1560,30.2,139,0,0,0,0,0,0,1,9.199999999999989,4933.55709756,4197.8
L,300.5,309.7,1384,48.6,141,0,0,0,0,0,0,1,9.199999999999989,7043.702048712001,6852.6
L,300.5,309.7,1841,24.6,143,0,0,0,0,0,0,1,9.199999999999989,4742.611096293001,3517.8
L,300.5,309.8,1663,29.1,145,1,0,0,0,0,0,1,9.300000000000011,5067.7345196415,4219.5
L,300.6,309.8,1418,42.7,147,0,0,0,0,0,0,1,9.199999999999989,6340.634557593001,6276.900000000001
L,300.7,309.9,1775,26.6,149,0,0,0,0,0,0,1,9.199999999999989,4944.343232325,3963.4
L,300.7,309.8,1406,48.4,151,0,0,0,0,0,0,1,9.100000000000023,7126.221215651999,7308.4
L,300.6,309.9,1480,43.7,153,0,0,0,0,0,0,1,9.299999999999955,6772.85487438,6686.1
L,300.7,309.9,1412,45.3,155,0,0,0,0,0,0,1,9.199999999999989,6698.252520917999,7021.5
H,300.6,309.8,1913,22.5,157,0,0,0,0,0,0,1,9.199999999999989,4507.4000545875,3532.5
L,300.6,309.8,1629,37.6,162,0,0,0,0,0,0,1,9.199999999999989,6414.126881652,6091.2
L,300.5,309.8,1939,21.4,164,0,0,0,0,0,0,1,9.300000000000011,4345.3043458229995,3509.6
H,300.6,309.8,1541,36.2,166,0,0,0,0,0,0,1,9.199999999999989,5841.707756871,6009.200000000001
L,300.7,309.8,1330,54.4,171,0,0,0,0,0,0,1,9.100000000000023,7576.68371376,9302.4
M,300.7,309.8,1490,38.8,173,0,0,0,0,0,0,1,9.100000000000023,6054.0584760599995,6712.4
L,300.7,309.9,1383,44.5,176,0,0,0,0,0,0,1,9.199999999999989,6444.8202418425,7832.0
L,300.8,310.0,1468,52.7,178,0,0,0,0,0,0,1,9.199999999999989,8101.497237918001,9380.6
M,300.8,309.9,1444,46.0,180,0,0,0,0,0,0,1,9.099999999999966,6955.90500612,8280.0
L,300.7,309.8,1363,53.1,183,0,0,0,0,0,0,1,9.100000000000023,7579.1236840515,9717.300000000001
L,300.6,309.7,1617,33.2,185,0,0,0,0,0,0,1,9.099999999999966,5621.817215322,6142.000000000001
M,300.6,309.8,1694,31.1,187,0,0,0,0,0,0,1,9.199999999999989,5516.992740567,5815.7
L,300.7,309.9,1815,27.0,190,0,0,0,0,0,0,1,9.199999999999989,5131.7915937749995,5130.0
L,300.8,309.9,1312,65.3,192,1,0,0,0,1,0,0,9.099999999999966,8971.718401967999,12537.599999999999
H,300.8,309.9,2041,19.2,194,0,0,0,0,0,0,1,9.099999999999966,4103.673983135999,3724.7999999999997
L,300.9,310.0,1671,26.8,199,0,0,0,0,0,0,1,9.100000000000023,4689.643844214001,5333.2
M,300.9,310.0,1416,46.6,201,0,0,0,0,0,0,1,9.100000000000023,6909.995865528001,9366.6
M,300.9,310.0,1600,36.0,204,0,0,0,0,0,0,1,9.100000000000023,6031.857888,7344.0
L,300.9,310.0,2595,13.7,207,0,0,0,0,0,0,1,9.100000000000023,3722.9443698825,2835.8999999999996
M,300.9,309.9,1465,42.9,209,0,0,0,0,0,0,1,9.0,6581.4795221175,8966.1
M,301.0,310.1,1681,27.4,212,0,0,0,0,0,0,1,9.100000000000023,4823.329083446999,5808.799999999999
L,301.1,310.1,1457,39.6,215,0,0,0,0,0,0,1,9.0,6042.036648186,8514.0
H,301.0,310.1,1454,44.1,217,0,0,0,0,0,0,1,9.100000000000023,6714.777298257,9569.7
L,301.0,310.1,1558,32.6,0,0,0,0,0,0,0,1,9.100000000000023,5318.800132254,0.0
H,301.0,310.1,1756,30.7,2,0,0,0,0,0,0,1,9.100000000000023,5645.358216246,61.4
L,301.1,310.1,1564,36.8,7,0,0,0,0,0,0,1,9.0,6027.166442975999,257.59999999999997
L,301.1,310.2,1455,55.3,9,0,0,0,0,0,0,1,9.099999999999966,8425.9085669325,497.7
M,301.2,310.1,2280,15.7,11,0,0,0,0,0,0,1,8.900000000000034,3748.54834998,172.7
M,301.1,310.0,1433,48.1,14,0,0,0,0,0,0,1,8.899999999999977,7218.049968811501,673.4
L,301.1,310.0,1513,38.0,17,0,0,0,0,0,0,1,8.899999999999977,6020.75759397,646.0
L,301.0,309.9,1507,41.8,19,0,0,0,0,0,0,1,8.899999999999977,6596.569638813,794.1999999999999
L,301.0,310.0,1480,43.5,21,0,0,0,0,0,0,1,9.0,6741.8578269,913.5
H,301.1,310.0,1470,40.1,23,0,0,0,0,0,0,1,8.899999999999977,6172.915397985,922.3000000000001
L,301.1,310.1,1540,36.6,28,0,0,0,0,0,0,1,9.0,5902.42427082,1024.8
H,301.0,310.0,1212,67.9,30,0,0,0,0,0,0,1,9.0,8617.891293774,2037.0000000000002
L,301.1,310.1,1417,46.9,35,0,0,0,0,0,0,1,9.0,6959.3921739615,1641.5
M,301.2,310.1,1666,34.9,37,0,0,0,0,0,0,1,8.900000000000034,6088.762602866999,1291.3
L,301.1,310.1,1666,27.2,40,0,0,0,0,0,0,1,9.0,4745.396641775999,1088.0
L,301.1,310.1,1489,45.8,42,0,0,0,0,0,0,1,9.0,7141.489355930999,1923.6
M,301.1,310.2,1850,27.7,44,0,0,0,0,0,0,1,9.099999999999966,5366.363844975,1218.8
L,301.1,310.4,1874,24.8,47,0,0,0,0,0,0,1,9.299999999999955,4866.871557576001,1165.6000000000001
L,301.1,310.4,1312,73.6,49,1,0,0,1,0,0,0,9.299999999999955,10112.074646015999,3606.3999999999996
L,301.2,310.4,1515,38.4,51,0,0,0,0,0,0,1,9.199999999999989,6092.17646688,1958.3999999999999
L,301.2,310.4,1516,44.4,53,0,0,0,0,0,0,1,9.199999999999989,7048.728596951999,2353.2
L,301.2,310.5,1546,40.0,55,0,0,0,0,0,0,1,9.300000000000011,6475.8696492,2200.0
L,301.3,310.6,1481,40.9,57,0,0,0,0,0,0,1,9.300000000000011,6343.1792476395,2331.2999999999997
H,301.3,310.6,1605,32.5,59,0,0,0,0,0,0,1,9.300000000000011,5462.4442201875,1917.5
H,301.2,310.7,1656,26.2,64,0,0,0,0,0,0,1,9.5,4543.496954136,1676.8
H,301.2,310.6,1352,52.0,69,0,0,0,0,0,0,1,9.400000000000034,7362.217655519999,3588.0
L,301.3,310.7,1504,47.2,74,0,0,0,0,0,0,1,9.399999999999977,7433.929743744,3492.8
L,301.3,310.6,1436,44.2,76,0,0,0,0,0,0,1,9.300000000000011,6646.6885135560005,3359.2000000000003
H,301.2,310.5,1505,43.6,78,0,0,0,0,0,0,1,9.300000000000011,6871.50088359,3400.8
L,301.3,310.5,1406,47.1,83,0,0,0,0,0,0,1,9.199999999999989,6934.814447463001,3909.3
M,301.3,310.5,1481,39.7,85,0,0,0,0,0,0,1,9.199999999999989,6157.0712990535,3374.5000000000005
L,301.4,310.7,1487,44.6,88,0,0,0,0,0,0,1,9.300000000000011,6945.035095550999,3924.8
L,301.4,310.7,1436,54.1,90,0,0,0,0,0,0,1,9.300000000000011,8135.426438538,4869.0
M,301.4,310.7,1368,63.7,92,1,0,0,1,0,0,0,9.300000000000011,9125.447002308001,5860.400000000001
L,301.4,310.7,1509,38.3,95,0,0,0,0,0,0,1,9.300000000000011,6052.2468242985,3638.4999999999995
L,301.4,310.8,1543,36.9,97,0,0,0,0,0,0,1,9.400000000000034,5962.397274508499,3579.2999999999997
L,301.4,310.8,1698,29.6,99,0,0,0,0,0,0,1,9.400000000000034,5263.298662104,2930.4
M,301.4,310.7,1470,46.5,101,0,0,0,0,0,0,1,9.300000000000011,7158.118853025,4696.5
M,301.4,310.8,1738,30.3,104,0,0,0,0,0,0,1,9.400000000000034,5514.688905957,3151.2000000000003
M,301.4,310.8,1530,39.9,107,0,0,0,0,0,0,1,9.400000000000034,6392.826883485,4269.3
L,301.4,310.8,1740,29.2,110,0,0,0,0,0,0,1,9.400000000000034,5320.60131204,3212.0
L,301.4,310.8,1770,24.1,112,0,0,0,0,0,0,1,9.400000000000034,4467.030589035,2699.2000000000003
H,301.3,310.6,1527,44.0,114,0,0,0,0,0,0,1,9.300000000000011,7035.91089894,5016.0
L,301.3,310.7,1516,46.0,119,0,0,0,0,0,0,1,9.399999999999977,7302.736834679999,5474.0
L,301.4,310.7,1616,36.5,121,0,0,0,0,0,0,1,9.300000000000011,6176.79002892,4416.5
L,301.4,310.7,1786,26.1,123,0,0,0,0,0,0,1,9.300000000000011,4881.469491423,3210.3
L,301.4,310.8,1389,52.7,125,0,0,0,0,0,0,1,9.400000000000034,7665.5174819265,6587.5
M,301.4,310.7,1639,29.8,127,0,0,0,0,0,0,1,9.300000000000011,5114.743217661,3784.6
H,301.5,310.7,1394,46.7,130,0,0,0,0,0,0,1,9.199999999999989,6817.235106549,6071.0
L,301.5,310.7,1686,27.9,135,0,0,0,0,0,0,1,9.199999999999989,4925.954443346999,3766.5
M,301.5,310.6,1638,31.9,137,0,0,0,0,0,0,1,9.100000000000023,5471.837582210999,4370.3
M,301.5,310.6,1447,41.9,140,0,0,0,0,0,0,1,9.100000000000023,6349.085441821499,5866.0
H,301.5,310.6,1512,39.0,143,0,0,0,0,0,0,1,9.100000000000023,6175.11451284,5577.0
L,301.6,310.8,1961,21.8,148,0,0,0,0,0,0,1,9.199999999999989,4476.748582299,3226.4
L,301.5,310.7,1596,35.4,150,0,0,0,0,0,0,1,9.199999999999989,5916.498605891999,5310.0
M,301.5,310.7,1871,21.3,152,0,0,0,0,0,0,1,9.199999999999989,4173.323092186501,3237.6
L,301.5,310.7,1942,20.5,155,0,0,0,0,0,0,1,9.199999999999989,4168.998166305,3177.5
L,301.4,310.6,1557,38.2,157,0,0,0,0,0,0,1,9.200000000000045,6228.458756037,5997.400000000001
L,301.4,310.6,1550,36.8,159,0,0,0,0,0,0,1,9.200000000000045,5973.214825199999,5851.2
L,301.3,310.6,1966,22.6,161,0,0,0,0,0,0,1,9.300000000000011,4652.866266258001,3638.6000000000004
M,301.3,310.6,1499,36.1,163,0,0,0,0,0,0,1,9.300000000000011,5666.7943500945,5884.3
L,301.3,310.6,1521,36.3,166,0,0,0,0,0,0,1,9.300000000000011,5781.8185289865,6025.799999999999
M,301.4,310.7,1375,42.0,168,0,0,0,0,0,0,1,9.300000000000011,6047.5658512499995,7056.0
L,301.4,310.6,1634,31.1,171,0,0,0,0,0,0,1,9.200000000000045,5321.585677737,5318.1
M,301.3,310.6,1378,49.4,173,0,0,0,0,0,0,1,9.300000000000011,7128.608826066,8546.199999999999
L,301.4,310.7,1428,53.7,176,0,0,0,0,0,0,1,9.300000000000011,8030.2878045180005,9451.2
M,301.4,310.6,1855,25.3,178,0,0,0,0,0,0,1,9.200000000000045,4914.6551817825,4503.400000000001
L,301.4,310.6,1578,33.0,181,0,0,0,0,0,0,1,9.200000000000045,5453.17652187,5973.0
M,301.4,310.5,1451,45.3,183,0,0,0,0,0,0,1,9.100000000000023,6883.2609120765,8289.9
L,301.5,310.5,1644,34.9,186,0,0,0,0,0,0,1,9.0,6008.358774978,6491.4
L,301.4,310.4,1388,45.3,188,0,0,0,0,0,0,1,9.0,6584.401203281999,8516.4
L,301.4,310.4,1543,40.9,190,0,0,0,0,0,0,1,9.0,6608.7276023685,7771.0
L,301.3,310.4,1501,41.6,192,0,0,0,0,0,0,1,9.099999999999966,6538.869053808,7987.200000000001
L,301.3,310.4,1507,39.1,194,0,0,0,0,0,0,1,9.099999999999966,6170.4754276935,7585.400000000001
L,301.4,310.4,1559,36.0,196,0,0,0,0,0,0,1,9.0,5877.29152962,7056.0
L,301.5,310.5,1528,35.7,198,0,0,0,0,0,0,1,9.0,5712.420747348,7068.6
M,301.5,310.5,1503,38.2,200,0,0,0,0,0,0,1,9.0,6012.442845423,7640.000000000001
L,301.5,310.5,1372,44.0,203,0,0,0,0,0,0,1,9.0,6321.72216984,8932.0
M,301.5,310.5,1600,32.8,205,0,0,0,0,0,0,1,9.0,5495.692742399999,6723.999999999999
L,301.5,310.6,1453,44.0,208,0,0,0,0,0,0,1,9.100000000000023,6694.94337666,9152.0
M,301.6,310.7,1813,24.6,210,0,0,0,0,0,0,1,9.099999999999966,4670.480129049,5166.0
L,301.6,310.7,1457,40.4,213,0,0,0,0,0,0,1,9.099999999999966,6164.097994614,8605.199999999999
M,301.6,310.6,1553,38.9,0,0,0,0,0,0,0,1,9.0,6326.298423133499,0.0
L,301.7,310.7,1763,25.9,3,0,0,0,0,0,0,1,9.0,4781.6820368835,77.69999999999999
L,301.7,310.7,2023,20.9,5,0,0,0,0,0,0,1,9.0,4427.624545228499,104.5
M,301.6,310.7,1457,47.8,7,0,0,0,0,0,0,1,9.099999999999966,7293.165449072999,334.59999999999997
L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0,1,9.099999999999966,5186.8218250274995,295.0
L,301.6,310.6,2103,19.7,12,0,0,0,0,0,0,1,9.0,4338.4452018705,236.39999999999998
M,301.5,310.7,1460,38.6,14,0,0,0,0,0,0,1,9.199999999999989,5901.58651278,540.4
M,301.5,310.7,1454,39.4,17,0,0,0,0,0,0,1,9.199999999999989,5999.143436538,669.8
L,301.5,310.6,1481,46.8,20,0,0,0,0,0,0,1,9.100000000000023,7258.209994854,936.0
L,301.5,310.7,1424,51.1,22,0,0,0,0,0,0,1,9.199999999999989,7620.079580232001,1124.2
L,301.6,310.7,1494,39.5,24,0,0,0,0,0,0,1,9.099999999999966,6179.8269018149995,948.0
M,301.5,310.6,1424,47.0,26,0,0,0,0,0,0,1,9.100000000000023,7008.68376264,1222.0
M,301.5,310.7,1347,47.9,29,0,0,0,0,0,0,1,9.199999999999989,6756.654728281499,1389.1
L,301.5,310.6,1374,46.7,32,0,0,0,0,0,0,1,9.100000000000023,6719.426855379,1494.4
M,301.5,310.6,1403,47.4,34,0,0,0,0,0,0,1,9.100000000000023,6964.094090961,1611.6
M,301.5,310.6,1573,37.4,37,0,0,0,0,0,0,1,9.100000000000023,6160.684130600999,1383.8
M,301.6,310.6,1691,30.1,40,0,0,0,0,0,0,1,9.0,5330.1412817205,1204.0
H,301.5,310.5,1538,44.3,43,0,0,0,0,0,0,1,9.0,7134.912955317,1904.8999999999999
L,301.5,310.5,1556,39.1,48,0,0,0,0,0,0,1,9.0,6371.108006298001,1876.8000000000002
M,301.5,310.4,1593,36.8,50,0,0,0,0,0,0,1,8.899999999999977,6138.923365512,1839.9999999999998
L,301.5,310.4,1474,39.9,53,0,0,0,0,0,0,1,8.899999999999977,6158.841062912999,2114.7
L,301.5,310.4,1543,34.0,55,0,0,0,0,0,0,1,8.899999999999977,5493.80778681,1870.0
H,301.5,310.5,1587,33.8,57,0,0,0,0,0,0,1,9.0,5617.230490053,1926.6
L,301.6,310.6,1222,70.0,62,0,0,0,0,0,0,1,9.0,8957.7278427,4340.0
L,301.7,310.6,1513,41.1,64,0,0,0,0,0,0,1,8.900000000000034,6511.9246608465,2630.4
L,301.7,310.6,1660,28.7,66,0,0,0,0,0,0,1,8.900000000000034,4989.05856771,1894.2
L,301.7,310.6,1545,42.1,68,0,0,0,0,0,0,1,8.900000000000034,6811.4441040975,2862.8
M,301.7,310.6,1380,45.8,70,0,0,0,0,0,0,1,8.900000000000034,6618.707395019999,3206.0
L,301.6,310.6,1321,60.8,73,0,0,0,0,0,0,1,9.0,8410.755618384,4438.4
M,301.6,310.6,1309,65.8,75,1,0,0,1,0,0,0,9.0,9019.742881610999,4935.0
M,301.7,310.7,1627,31.3,78,0,0,0,0,0,0,1,9.0,5332.8639953505,2441.4
M,301.6,310.7,1791,23.8,81,0,0,0,0,0,0,1,9.099999999999966,4463.763332679,1927.8
M,301.7,310.7,1861,21.8,84,0,0,0,0,0,0,1,9.0,4248.459516399,1831.2
L,301.7,310.7,1493,51.1,87,0,0,0,0,0,0,1,9.0,7989.3109643865,4445.7
M,301.7,310.7,1442,41.1,89,0,0,0,0,0,0,1,9.0,6206.341943781001,3657.9
L,301.7,310.7,1532,39.8,92,0,0,0,0,0,0,1,9.0,6385.140453468,3661.6
M,301.6,310.7,1421,44.4,94,0,0,0,0,0,0,1,9.099999999999966,6607.020670362,4173.599999999999
L,301.6,310.6,1613,42.5,97,0,0,0,0,0,0,1,9.0,7178.8010046375,4122.5
M,301.7,310.6,1876,22.1,99,0,0,0,0,0,0,1,8.900000000000034,4341.639154398001,2187.9
L,301.6,310.5,1593,34.5,102,0,0,0,0,0,0,1,8.899999999999977,5755.240655167499,3519.0
L,301.6,310.5,1397,49.4,104,0,0,0,0,0,0,1,8.899999999999977,7226.898788109,5137.599999999999
M,301.6,310.5,1414,49.3,106,0,0,0,0,0,0,1,8.899999999999977,7300.035065001,5225.799999999999
M,301.5,310.4,1378,55.3,109,0,0,0,0,0,0,1,8.899999999999977,7980.0013781669995,6027.7
L,301.4,310.4,1301,51.2,112,0,0,0,0,0,0,1,9.0,6975.508544255999,5734.400000000001
M,301.5,310.5,1737,29.3,114,0,0,0,0,0,0,1,9.0,5329.6176829455,3340.2000000000003
L,301.5,310.5,1396,44.5,117,0,0,0,0,0,0,1,9.0,6505.40062011,5206.5
L,301.5,310.5,1534,39.3,119,0,0,0,0,0,0,1,9.0,6313.156093881,4676.7
M,301.5,310.5,1774,25.5,121,0,0,0,0,0,0,1,9.0,4737.207556935,3085.5
H,301.5,310.5,1453,48.0,124,0,0,0,0,0,0,1,9.0,7303.57459272,5952.0
L,301.5,310.5,1453,44.2,129,0,0,0,0,0,0,1,9.0,6725.374937463001,5701.8
L,301.4,310.5,1380,48.4,131,0,0,0,0,0,0,1,9.100000000000023,6994.44187596,6340.4
L,301.4,310.4,1334,43.2,133,0,0,0,0,0,0,1,9.0,6034.873816944,5745.6
L,301.5,310.5,1702,28.7,135,0,0,0,0,0,0,1,9.0,5115.287760387,3874.5
L,301.6,310.6,1431,37.5,137,0,0,0,0,0,0,1,9.0,5619.5238526875,5137.5
M,301.5,310.5,1308,60.5,139,0,0,0,0,0,0,1,9.0,8286.89309217,8409.5
L,301.5,310.6,1565,43.9,142,0,0,0,0,0,0,1,9.100000000000023,7194.6136876425,6233.8
M,301.5,310.4,1486,39.6,144,0,0,0,0,0,0,1,8.899999999999977,6162.296814828,5702.400000000001
L,301.5,310.5,1479,34.2,147,0,0,0,0,0,0,1,9.0,5296.913703459,5027.400000000001
L,301.5,310.5,1927,22.4,149,0,0,0,0,0,0,1,9.0,4520.207280623999,3337.6
L,301.5,310.4,1488,41.1,151,0,0,0,0,0,0,1,8.899999999999977,6404.325112584,6206.1
M,301.5,310.4,1350,54.9,153,0,0,0,0,0,0,1,8.899999999999977,7761.304641825,8399.699999999999
L,301.6,310.4,1561,35.3,156,0,0,0,0,0,0,1,8.799999999999955,5770.404075691499,5506.799999999999
M,301.5,310.4,1276,55.6,158,0,0,0,0,0,0,1,8.899999999999977,7429.405850328,8784.800000000001
H,301.5,310.4,1580,35.7,161,0,0,0,0,0,0,1,8.899999999999977,5906.822500530001,5747.700000000001
M,301.4,310.3,1610,29.1,166,0,0,0,0,0,0,1,8.900000000000034,4906.225241505,4830.6
L,301.4,310.3,2203,16.6,169,0,0,0,0,0,0,1,8.900000000000034,3829.5804963990004,2805.4
L,301.4,310.3,1639,32.7,171,0,0,0,0,0,0,1,8.900000000000034,5612.4866851515,5591.700000000001
M,301.4,310.4,1553,44.7,173,0,0,0,0,0,0,1,9.0,7269.5511443205005,7733.1
L,301.4,310.3,1374,47.6,176,0,0,0,0,0,0,1,8.900000000000034,6848.923304412,8377.6
L,301.4,310.4,1430,50.9,178,0,0,0,0,0,0,1,9.0,7622.236807185,9060.199999999999
L,301.3,310.3,1626,31.3,180,0,0,0,0,0,0,1,9.0,5329.586267019,5634.0
H,301.4,310.5,1421,43.8,182,0,0,0,0,0,0,1,9.100000000000023,6517.7366072489995,7971.599999999999
M,301.3,310.4,1501,39.8,187,0,0,0,0,0,0,1,9.099999999999966,6255.937219748999,7442.599999999999
M,301.3,310.4,2093,18.7,190,0,0,0,0,0,0,1,9.099999999999966,4098.6369629205,3553.0
L,301.3,310.4,1504,47.2,193,0,0,0,0,0,0,1,9.099999999999966,7433.929743744,9109.6
L,301.3,310.4,1538,38.4,195,0,0,0,0,0,0,1,9.099999999999966,6184.664954495999,7488.0
L,301.3,310.4,1440,41.5,197,0,0,0,0,0,0,1,9.099999999999966,6258.0525588,8175.5
L,301.3,310.4,1414,51.4,199,0,0,0,0,0,0,1,9.099999999999966,7610.989905497999,10228.6
H,301.4,310.5,1536,39.9,201,0,0,0,0,0,0,1,9.100000000000023,6417.896792831999,8019.9
L,301.4,310.5,1476,39.2,206,0,0,0,0,0,0,1,9.100000000000023,6059.001248496001,8075.200000000001
L,301.4,310.5,1571,33.9,208,0,0,0,0,0,0,1,9.100000000000023,5577.0495200595,7051.2
L,301.5,310.6,1998,20.2,210,0,0,0,0,0,0,1,9.100000000000023,4226.447423898,4242.0
L,301.5,310.6,1357,42.1,212,0,0,0,0,0,0,1,9.100000000000023,5982.6081872235,8925.2
L,301.6,310.7,1424,50.5,214,0,0,0,0,0,0,1,9.099999999999966,7530.60702156,10807.0
L,301.6,310.7,1380,51.8,216,1,0,0,0,1,0,0,9.099999999999966,7485.78696642,11188.8
L,301.5,310.7,1618,35.5,218,0,0,0,0,0,0,1,9.199999999999989,6014.9980074449995,7739.0
L,301.5,310.6,1579,28.0,220,0,0,0,0,0,0,1,9.100000000000023,4629.86980806,6160.0
L,301.5,310.7,1423,44.0,222,0,0,0,0,0,0,1,9.199999999999989,6556.71330006,9768.0
L,301.5,310.7,1435,38.5,224,0,0,0,0,0,0,1,9.199999999999989,5785.5046643625,8624.0
M,301.5,310.7,1336,65.6,0,1,0,0,1,0,0,0,9.199999999999989,9177.806879807998,0.0
L,301.6,310.8,1392,42.4,3,0,0,0,0,0,0,1,9.199999999999989,6180.643715904,127.19999999999999
L,301.5,310.8,1417,49.7,5,0,0,0,0,0,0,1,9.300000000000011,7374.8782738995005,248.5
L,301.4,310.7,1425,45.1,7,0,0,0,0,0,0,1,9.300000000000011,6730.0768544625,315.7
L,301.5,310.8,1512,38.9,9,0,0,0,0,0,0,1,9.300000000000011,6159.280885883999,350.09999999999997
L,301.5,310.9,1318,50.6,11,0,0,0,0,0,0,1,9.399999999999977,6983.844236754,556.6
L,301.6,310.9,1538,40.4,13,0,0,0,0,0,0,1,9.299999999999955,6506.7829208759995,525.1999999999999
L,301.6,310.9,1532,43.6,15,0,0,0,0,0,0,1,9.299999999999955,6994.776979175999,654.0
L,301.7,311.0,1715,24.8,17,0,0,0,0,0,0,1,9.300000000000011,4453.94061966,421.6
L,301.7,311.0,1700,28.7,19,0,0,0,0,0,0,1,9.300000000000011,5109.2768464499995,545.3
L,301.7,311.0,1548,40.3,21,0,0,0,0,0,0,1,9.300000000000011,6532.879083821999,846.3
L,301.7,311.0,1546,43.0,23,0,0,0,0,0,0,1,9.300000000000011,6961.5598728899995,989.0
L,301.7,311.0,1343,49.2,25,0,0,0,0,0,0,1,9.300000000000011,6919.420643478001,1230.0
M,301.7,311.0,1510,47.8,27,0,0,0,0,0,0,1,9.300000000000011,7558.46247639,1290.6
M,301.8,311.0,1839,23.6,30,0,0,0,0,0,0,1,9.199999999999989,4544.879254902,708.0
M,301.8,311.0,1756,26.7,33,0,0,0,0,0,0,1,9.199999999999989,4909.806657126,881.1
M,301.7,310.9,1300,62.7,36,0,0,0,0,0,0,1,9.199999999999989,8535.70723005,2257.2000000000003
M,301.7,311.0,1311,55.8,39,0,0,0,0,0,0,1,9.300000000000011,7660.648013319,2176.2
L,301.7,310.9,1636,31.3,42,0,0,0,0,0,0,1,9.199999999999989,5362.363550334,1314.6000000000001
L,301.6,310.9,1643,34.1,44,0,0,0,0,0,0,1,9.299999999999955,5867.0604095565,1500.4
L,301.6,310.8,1418,44.7,46,0,0,0,0,0,0,1,9.199999999999989,6637.619782773,2056.2000000000003
M,301.7,310.8,1516,40.4,48,0,0,0,0,0,0,1,9.100000000000023,6413.708002632,1939.1999999999998
H,301.6,310.9,1419,50.2,51,0,0,0,0,0,0,1,9.299999999999955,7459.586083719,2560.2000000000003
L,301.6,310.9,1623,34.1,56,0,0,0,0,0,0,1,9.299999999999955,5795.6415366465,1909.6000000000001
M,301.6,310.8,1664,32.0,58,0,0,0,0,0,0,1,9.199999999999989,5576.11751424,1856.0
M,301.5,310.7,1744,28.2,61,0,0,0,0,0,0,1,9.199999999999989,5150.201326703999,1720.2
M,301.5,310.7,1510,36.0,64,0,0,0,0,0,0,1,9.199999999999989,5692.5658818,2304.0
M,301.5,310.6,1382,58.1,67,0,0,0,0,0,0,1,9.100000000000023,8408.388951920999,3892.7000000000003
L,301.4,310.6,1381,46.1,70,0,0,0,0,0,0,1,9.200000000000045,6666.888954295499,3227.0
L,301.3,310.6,1556,39.0,72,0,0,0,0,0,0,1,9.300000000000011,6354.81361242,2808.0
M,301.4,310.6,1464,37.4,74,0,0,0,0,0,0,1,9.200000000000045,5733.783577368,2767.6
L,301.4,310.6,1481,37.6,77,0,0,0,0,0,0,1,9.200000000000045,5831.382389028,2895.2000000000003
L,301.5,310.7,1323,49.7,79,0,0,0,0,0,0,1,9.199999999999989,6885.648522490501,3926.3
L,301.5,310.7,1426,46.1,81,0,0,0,0,0,0,1,9.199999999999989,6884.130086043,3734.1
H,301.4,310.7,1516,36.4,83,0,0,0,0,0,0,1,9.300000000000011,5778.687408312,3021.2
L,301.3,310.6,1416,45.2,88,0,0,0,0,0,0,1,9.300000000000011,6702.399423216,3977.6000000000004
L,301.3,310.6,1440,53.8,90,0,0,0,0,0,0,1,9.300000000000011,8112.84885936,4842.0
L,301.3,310.6,1576,30.4,92,0,0,0,0,0,0,1,9.300000000000011,5017.165349951999,2796.7999999999997
L,301.3,310.6,1387,53.6,94,0,0,0,0,0,0,1,9.300000000000011,7785.201689916,5038.400000000001
M,301.4,310.6,1464,48.6,96,0,0,0,0,0,0,1,9.200000000000045,7450.852456152001,4665.6
L,301.4,310.6,2137,18.0,99,0,0,0,0,0,0,1,9.200000000000045,4028.15009583,1782.0
M,301.4,310.6,1431,40.6,101,0,0,0,0,0,0,1,9.200000000000045,6084.071157843,4100.6
L,301.3,310.6,1458,48.0,104,0,0,0,0,0,0,1,9.300000000000011,7328.70733392,4992.0
L,301.4,310.7,1280,61.0,106,0,0,0,0,0,0,1,9.300000000000011,8176.518470399999,6466.0
L,301.4,310.7,1657,28.7,108,0,0,0,0,0,0,1,9.300000000000011,4980.0421968045,3099.6
M,301.4,310.6,1565,36.1,110,0,0,0,0,0,0,1,9.200000000000045,5916.2996383575,3971.0
L,301.3,310.6,1560,36.8,113,0,0,0,0,0,0,1,9.300000000000011,6011.7516950399995,4158.4
M,301.5,310.7,1359,47.1,115,0,0,0,0,0,0,1,9.199999999999989,6702.9963258195,5416.5
L,301.5,310.8,1500,41.0,118,0,0,0,0,0,0,1,9.300000000000011,6440.2649325,4838.0
